INSERT INTO person (lastName, firstName, email, phoneNumber) VALUES
('Lucy','2009-11-03','Bird','Sparrow', 'Black', '44952', '199'),
('Milo','2016-07-11','Hamster','Dwarf Campbell Russian', 'Gray', '42803', '58'),
('Charlie','2024-03-24','Cat','Sphynx', 'Gray', '45564', '80'),
('Daisy','2023-11-03','Dog','German Shepherd', 'Spotted', '9808', '941'),
('Luna','2019-01-29','Hamster','Winter White Russian', 'Spotted', '30578', '50'),
('Rocky','2010-09-06','Dog','Beagle', 'Striped', '39780', '272'),
('Chloe','2015-09-12','Dog','Poodle', 'White', '9139', '245'),
('Lucy','2022-05-13','Bird','Sparrow', 'Black', '37207', '806'),
('Charlie','2019-06-06','Turtle','Russian Tortoise', 'Gray', '41360', '359'),
('Daisy','2021-01-07','Hamster','Dwarf Campbell Russian', 'Spotted', '2153', '132'),
('Bella','2012-03-14','Dog','German Shepherd', 'Black', '8541', '336'),
('Milo','2018-08-28','Bird','Canary', 'Spotted', '21727', '606'),
('Lucy','2022-09-06','Rabbit','Netherland Dwarf', 'Spotted', '15127', '156'),
('Rocky','2013-02-04','Rabbit','Mini Rex', 'Spotted', '519', '627'),
('Max','2019-08-12','Cat','Bengal', 'Golden', '49624', '869'),
('Buddy','2020-12-04','Rabbit','Flemish Giant', 'Brown', '42434', '777'),
('Charlie','2023-04-17','Turtle','Painted Turtle', 'White', '8888', '910'),
('Charlie','2021-04-30','Dog','Poodle', 'Brown', '6486', '640'),
('Charlie','2012-05-18','Cat','Sphynx', 'Black', '19920', '560'),
('Rocky','2015-03-06','Cat','Persian', 'Golden', '4579', '987'),
('Daisy','2012-06-27','Turtle','Russian Tortoise', 'White', '42117', '462'),
('Rocky','2015-05-09','Turtle','Painted Turtle', 'White', '20198', '165'),
('Max','2018-02-19','Hamster','Dwarf Campbell Russian', 'Black', '46537', '457'),
('Luna','2012-05-09','Cat','Sphynx', 'Golden', '28211', '257'),
('Chloe','2017-01-11','Turtle','Musk Turtle', 'Spotted', '46537', '630'),
('Charlie','2020-11-29','Rabbit','Holland Lop', 'Multicolor', '2201', '552'),
('Luna','2014-02-10','Hamster','Roborovski', 'Striped', '49708', '610'),
('Buddy','2010-12-07','Rabbit','Mini Rex', 'Black', '3637', '386'),
('Lucy','2019-04-08','Bird','Sparrow', 'Multicolor', '39334', '9'),
('Daisy','2013-09-24','Turtle','Red-Eared Slider', 'Striped', '235', '909'),
('Rocky','2011-09-24','Cat','Bengal', 'Brown', '22092', '69'),
('Rocky','2024-06-09','Rabbit','Mini Rex', 'Black', '14699', '821'),
('Milo','2023-04-26','Cat','Sphynx', 'White', '23509', '699'),
('Buddy','2016-06-30','Turtle','Russian Tortoise', 'Spotted', '37847', '541'),
('Lucy','2024-04-04','Cat','Persian', 'Brown', '49215', '884'),
('Daisy','2011-10-06','Bird','Canary', 'Golden', '8362', '208'),
('Daisy','2010-01-23','Cat','Persian', 'Spotted', '10912', '799'),
('Milo','2017-02-02','Cat','Siamese', 'Spotted', '19719', '103'),
('Bella','2018-04-13','Rabbit','Lionhead', 'Striped', '30810', '327'),
('Max','2011-09-03','Cat','Bengal', 'Gray', '33686', '893'),
('Rocky','2020-01-07','Cat','Sphynx', 'White', '10531', '928'),
('Max','2024-08-22','Hamster','Chinese', 'Golden', '13659', '16'),
('Luna','2014-03-30','Dog','Beagle', 'Striped', '27809', '750'),
('Rocky','2021-07-04','Cat','Maine Coon', 'White', '7402', '398'),
('Milo','2021-07-12','Hamster','Dwarf Campbell Russian', 'Spotted', '42645', '713'),
('Chloe','2023-06-10','Cat','Maine Coon', 'Golden', '27249', '2'),
('Max','2024-05-21','Rabbit','Holland Lop', 'Multicolor', '27809', '208'),
('Max','2018-07-10','Bird','Sparrow', 'Brown', '38101', '255'),
('Rocky','2016-07-08','Turtle','Box Turtle', 'Black', '6753', '459'),
('Luna','2024-01-29','Bird','Sparrow', 'Gray', '42683', '398'),
('Luna','2015-09-07','Dog','Beagle', 'Golden', '15849', '122'),
('Chloe','2019-12-13','Turtle','Red-Eared Slider', 'Spotted', '16290', '757'),
('Bella','2010-04-09','Cat','Bengal', 'Striped', '19274', '684'),
('Bella','2017-04-23','Bird','Cockatiel', 'White', '41803', '362'),
('Buddy','2015-10-01','Rabbit','Holland Lop', 'Multicolor', '19166', '967'),
('Chloe','2020-06-14','Rabbit','Holland Lop', 'Black', '34272', '186'),
('Chloe','2014-08-21','Cat','Persian', 'Gray', '25783', '941'),
('Charlie','2011-07-13','Bird','Sparrow', 'Striped', '17294', '521'),
('Luna','2022-06-17','Bird','Sparrow', 'Gray', '23647', '46'),
('Daisy','2023-03-18','Bird','Cockatiel', 'Spotted', '352', '352'),
('Bella','2015-06-15','Dog','Bulldog', 'Gray', '7793', '870'),
('Luna','2019-12-14','Turtle','Musk Turtle', 'Gray', '28717', '454'),
('Bella','2018-08-03','Turtle','Box Turtle', 'Black', '24808', '176'),
('Chloe','2024-04-18','Cat','Bengal', 'Multicolor', '40575', '490'),
('Chloe','2023-09-09','Bird','Sparrow', 'Gray', '3086', '814'),
('Rocky','2016-11-21','Bird','Canary', 'Golden', '45950', '961'),
('Chloe','2018-09-09','Cat','Sphynx', 'Black', '47122', '813'),
('Buddy','2019-07-07','Cat','Persian', 'Brown', '5328', '31'),
('Lucy','2017-01-13','Cat','Sphynx', 'Striped', '20521', '975'),
('Bella','2018-06-14','Bird','Sparrow', 'White', '17081', '899'),
('Milo','2012-10-07','Hamster','Syrian', 'Brown', '8541', '715'),
('Buddy','2022-11-28','Bird','Cockatiel', 'White', '1403', '734'),
('Chloe','2024-08-05','Dog','German Shepherd', 'Gray', '42037', '516'),
('Max','2019-09-01','Hamster','Winter White Russian', 'Spotted', '38101', '822'),
('Daisy','2015-05-16','Cat','Maine Coon', 'White', '10531', '572'),
('Bella','2014-08-31','Rabbit','Flemish Giant', 'Gray', '6220', '797'),
('Chloe','2012-10-30','Dog','Bulldog', 'Multicolor', '21191', '77'),
('Buddy','2016-10-02','Hamster','Roborovski', 'Black', '24209', '472'),
('Buddy','2010-05-15','Rabbit','Netherland Dwarf', 'Brown', '5376', '646'),
('Rocky','2010-12-20','Rabbit','Flemish Giant', 'Striped', '9205', '633'),
('Buddy','2020-11-18','Hamster','Chinese', 'Striped', '29163', '224'),
('Bella','2012-09-23','Dog','Poodle', 'Golden', '34975', '358'),
('Daisy','2016-07-18','Bird','Sparrow', 'Multicolor', '45895', '762'),
('Daisy','2021-08-27','Cat','Sphynx', 'Spotted', '14999', '17'),
('Charlie','2017-11-05','Bird','Canary', 'White', '6591', '984'),
('Lucy','2011-08-14','Rabbit','Holland Lop', 'Striped', '49648', '207'),
('Lucy','2023-07-02','Turtle','Box Turtle', 'White', '28203', '694'),
('Milo','2014-02-04','Hamster','Syrian', 'White', '1238', '602'),
('Milo','2012-05-27','Dog','Bulldog', 'Brown', '37847', '672'),
('Max','2014-06-21','Cat','Bengal', 'Brown', '22504', '565'),
('Bella','2012-05-01','Bird','Cockatiel', 'Brown', '15431', '813'),
('Bella','2020-08-28','Dog','Poodle', 'Multicolor', '31856', '114'),
('Max','2011-12-01','Rabbit','Holland Lop', 'Golden', '39403', '237'),
('Max','2020-02-08','Bird','Finch', 'White', '33233', '690'),
('Daisy','2024-04-11','Bird','Sparrow', 'Black', '33748', '451'),
('Rocky','2010-03-13','Bird','Parrot', 'Striped', '14796', '639'),
('Bella','2013-09-27','Rabbit','Flemish Giant', 'White', '14971', '476'),
('Max','2013-01-03','Bird','Parrot', 'Golden', '16433', '427'),
('Luna','2017-05-07','Bird','Finch', 'Golden', '10989', '513'),
('Rocky','2017-09-26','Cat','Maine Coon', 'Gray', '24012', '202'),
('Max','2020-03-26','Hamster','Chinese', 'Black', '24388', '962'),
('Lucy','2023-07-11','Bird','Parrot', 'Golden', '41159', '996'),
('Bella','2021-08-18','Bird','Cockatiel', 'White', '19113', '567'),
('Buddy','2016-04-27','Bird','Parrot', 'Spotted', '37900', '248'),
('Chloe','2022-10-27','Turtle','Box Turtle', 'White', '13481', '347'),
('Luna','2014-11-04','Dog','German Shepherd', 'Spotted', '3834', '881'),
('Lucy','2015-11-26','Hamster','Roborovski', 'White', '41190', '682'),
('Chloe','2014-04-23','Turtle','Red-Eared Slider', 'Multicolor', '20744', '686'),
('Milo','2022-12-24','Hamster','Roborovski', 'Gray', '40575', '660'),
('Rocky','2012-05-14','Turtle','Red-Eared Slider', 'Gray', '3637', '76'),
('Luna','2020-10-19','Turtle','Musk Turtle', 'Golden', '2339', '941'),
('Luna','2012-10-12','Hamster','Dwarf Campbell Russian', 'Multicolor', '19920', '138'),
('Charlie','2013-04-23','Dog','Bulldog', 'Brown', '46056', '399'),
('Chloe','2022-08-04','Bird','Canary', 'White', '22938', '22'),
('Luna','2015-10-25','Hamster','Syrian', 'Golden', '6791', '797'),
('Daisy','2015-03-29','Rabbit','Mini Rex', 'Golden', '12332', '821'),
('Max','2013-07-09','Rabbit','Flemish Giant', 'Multicolor', '48811', '508'),
('Rocky','2015-10-12','Hamster','Roborovski', 'Spotted', '38956', '183'),
('Rocky','2021-04-22','Bird','Finch', 'Golden', '32680', '284'),
('Luna','2019-09-06','Dog','Labrador', 'Brown', '4059', '672'),
('Chloe','2024-03-17','Bird','Cockatiel', 'White', '14520', '145'),
('Bella','2017-11-28','Rabbit','Holland Lop', 'Brown', '23246', '205'),
('Buddy','2023-11-03','Dog','Bulldog', 'Gray', '41301', '161'),
('Chloe','2014-07-18','Rabbit','Holland Lop', 'Golden', '8917', '990'),
('Charlie','2014-05-20','Cat','Sphynx', 'Brown', '42143', '926'),
('Charlie','2010-06-17','Turtle','Painted Turtle', 'Black', '21177', '330'),
('Lucy','2019-11-19','Bird','Finch', 'Black', '5905', '634'),
('Rocky','2015-04-23','Hamster','Dwarf Campbell Russian', 'Striped', '8451', '351'),
('Lucy','2020-12-19','Bird','Sparrow', 'Black', '10851', '658'),
('Luna','2022-04-20','Dog','German Shepherd', 'Striped', '6504', '626'),
('Max','2020-08-20','Hamster','Roborovski', 'Striped', '27074', '705'),
('Chloe','2016-11-12','Rabbit','Netherland Dwarf', 'White', '47283', '23'),
('Buddy','2018-11-13','Cat','Bengal', 'Gray', '20877', '857'),
('Bella','2011-03-19','Turtle','Musk Turtle', 'Brown', '48127', '656'),
('Luna','2019-05-25','Rabbit','Flemish Giant', 'Multicolor', '6274', '115'),
('Daisy','2018-08-31','Rabbit','Holland Lop', 'White', '18226', '236'),
('Milo','2013-09-16','Turtle','Musk Turtle', 'Brown', '20563', '51'),
('Chloe','2017-07-19','Cat','Sphynx', 'White', '32138', '238'),
('Charlie','2013-02-23','Rabbit','Holland Lop', 'White', '21636', '715'),
('Charlie','2018-10-08','Dog','German Shepherd', 'Spotted', '29269', '421'),
('Charlie','2020-08-16','Turtle','Musk Turtle', 'Striped', '38072', '240'),
('Daisy','2019-11-05','Cat','Bengal', 'Striped', '49215', '642'),
('Max','2023-10-30','Dog','German Shepherd', 'Black', '37900', '614'),
('Chloe','2014-06-01','Cat','Maine Coon', 'Black', '1604', '196'),
('Daisy','2014-08-02','Hamster','Winter White Russian', 'Brown', '45520', '180'),
('Rocky','2019-01-16','Bird','Parrot', 'Gray', '14944', '349'),
('Chloe','2021-12-13','Cat','Persian', 'Multicolor', '12614', '589'),
('Daisy','2014-08-23','Bird','Sparrow', 'Brown', '2873', '571'),
('Bella','2022-02-25','Cat','Persian', 'Striped', '47306', '141'),
('Chloe','2018-12-21','Bird','Parrot', 'Spotted', '47779', '204'),
('Daisy','2016-06-09','Dog','Labrador', 'Striped', '29916', '597'),
('Max','2024-04-23','Turtle','Red-Eared Slider', 'Striped', '18070', '695'),
('Luna','2022-12-31','Dog','Beagle', 'Striped', '26432', '889'),
('Charlie','2013-05-30','Cat','Maine Coon', 'Striped', '18462', '798'),
('Charlie','2014-06-14','Cat','Persian', 'Brown', '33763', '512'),
('Daisy','2016-07-05','Rabbit','Flemish Giant', 'White', '10517', '564'),
('Lucy','2023-02-22','Cat','Bengal', 'Striped', '24974', '154'),
('Bella','2014-10-16','Cat','Persian', 'Spotted', '20827', '747'),
('Buddy','2022-01-13','Cat','Bengal', 'Striped', '42117', '760'),
('Bella','2022-05-16','Rabbit','Netherland Dwarf', 'Brown', '26093', '904'),
('Daisy','2011-07-01','Cat','Bengal', 'Striped', '20023', '612'),
('Daisy','2015-04-07','Hamster','Chinese', 'Black', '21636', '456'),
('Luna','2012-06-18','Cat','Maine Coon', 'Gray', '24578', '704'),
('Max','2016-07-07','Turtle','Painted Turtle', 'Golden', '17097', '824'),
('Rocky','2021-12-08','Turtle','Musk Turtle', 'White', '16324', '847'),
('Bella','2020-12-30','Dog','Labrador', 'Golden', '41159', '513'),
('Daisy','2016-10-09','Dog','German Shepherd', 'Gray', '2654', '709'),
('Milo','2019-09-01','Rabbit','Flemish Giant', 'Gray', '32214', '181'),
('Chloe','2012-08-15','Rabbit','Lionhead', 'Spotted', '27803', '544'),
('Buddy','2010-05-03','Hamster','Roborovski', 'Gray', '29466', '701'),
('Lucy','2018-06-05','Rabbit','Netherland Dwarf', 'Black', '38761', '156'),
('Max','2014-09-15','Dog','Poodle', 'Gray', '15229', '382'),
('Max','2011-12-14','Bird','Canary', 'Gray', '37417', '532'),
('Chloe','2020-12-01','Dog','Beagle', 'Multicolor', '6262', '650'),
('Rocky','2018-10-04','Rabbit','Flemish Giant', 'Gray', '48648', '153'),
('Daisy','2013-08-12','Bird','Canary', 'Golden', '42143', '863'),
('Bella','2020-04-04','Turtle','Box Turtle', 'White', '30960', '363'),
('Max','2020-11-09','Dog','Labrador', 'Brown', '7402', '943'),
('Daisy','2012-07-12','Cat','Maine Coon', 'Golden', '11904', '620'),
('Max','2015-12-31','Bird','Sparrow', 'Black', '27326', '350'),
('Daisy','2024-07-10','Hamster','Roborovski', 'Golden', '29085', '652'),
('Milo','2009-12-24','Dog','German Shepherd', 'Multicolor', '44054', '803'),
('Daisy','2023-06-15','Cat','Persian', 'Brown', '33758', '331'),
('Chloe','2017-12-16','Bird','Finch', 'Brown', '42514', '215'),
('Lucy','2017-11-07','Turtle','Musk Turtle', 'Gray', '13242', '373'),
('Max','2021-05-13','Turtle','Painted Turtle', 'Black', '13726', '377'),
('Milo','2012-06-26','Dog','Bulldog', 'Brown', '4104', '380'),
('Buddy','2012-05-15','Turtle','Red-Eared Slider', 'Gray', '40585', '328'),
('Charlie','2021-06-07','Rabbit','Holland Lop', 'Brown', '22035', '523'),
('Max','2022-01-25','Hamster','Syrian', 'Striped', '37900', '773'),
('Milo','2021-09-14','Cat','Sphynx', 'Brown', '28605', '214'),
('Rocky','2021-06-03','Turtle','Red-Eared Slider', 'White', '13312', '962'),
('Chloe','2022-01-12','Turtle','Box Turtle', 'Brown', '24012', '268'),
('Daisy','2017-02-01','Cat','Sphynx', 'Black', '18377', '817'),
('Chloe','2023-03-05','Dog','Poodle', 'Multicolor', '42150', '672'),
('Charlie','2021-11-04','Turtle','Musk Turtle', 'Gray', '18221', '809'),
('Milo','2023-10-24','Bird','Sparrow', 'Gray', '25334', '604'),
('Buddy','2014-04-08','Dog','Beagle', 'Striped', '33243', '755'),
('Daisy','2016-12-03','Cat','Bengal', 'Gray', '34383', '659'),
('Lucy','2012-08-24','Rabbit','Netherland Dwarf', 'Black', '36171', '289'),
('Lucy','2023-03-27','Bird','Cockatiel', 'Black', '16841', '549'),
('Daisy','2022-11-19','Rabbit','Mini Rex', 'Spotted', '5376', '872'),
('Milo','2019-07-29','Bird','Canary', 'Multicolor', '23221', '501'),
('Daisy','2014-10-08','Bird','Finch', 'Brown', '44593', '528'),
('Daisy','2024-07-27','Dog','Beagle', 'White', '28984', '149'),
('Charlie','2018-03-13','Dog','Poodle', 'Multicolor', '13818', '890'),
('Daisy','2014-09-01','Turtle','Red-Eared Slider', 'Brown', '26445', '324'),
('Rocky','2020-08-18','Bird','Parrot', 'Striped', '19090', '775'),
('Luna','2017-08-08','Bird','Parrot', 'Striped', '9250', '538'),
('Charlie','2013-03-11','Dog','Labrador', 'Brown', '32510', '352'),
('Chloe','2018-07-05','Dog','Poodle', 'White', '49937', '209'),
('Milo','2024-07-05','Rabbit','Lionhead', 'Gray', '39276', '720'),
('Charlie','2023-12-22','Cat','Siamese', 'Gray', '36844', '585'),
('Buddy','2015-02-16','Hamster','Winter White Russian', 'Gray', '3042', '819'),
('Luna','2020-02-19','Hamster','Chinese', 'White', '44622', '269'),
('Charlie','2015-01-19','Rabbit','Holland Lop', 'Striped', '17062', '388'),
('Milo','2013-09-29','Turtle','Russian Tortoise', 'Black', '6504', '866'),
('Daisy','2010-06-08','Hamster','Syrian', 'Black', '1773', '368'),
('Lucy','2012-07-05','Dog','Bulldog', 'Brown', '48215', '578'),
('Max','2018-09-21','Bird','Finch', 'Brown', '19572', '739'),
('Daisy','2024-01-08','Dog','Poodle', 'Striped', '36944', '78'),
('Rocky','2024-05-25','Cat','Bengal', 'Golden', '39981', '189'),
('Buddy','2020-03-15','Hamster','Roborovski', 'Striped', '39330', '303'),
('Rocky','2016-10-20','Rabbit','Holland Lop', 'Black', '30604', '718'),
('Bella','2022-05-01','Turtle','Red-Eared Slider', 'Spotted', '14399', '613'),
('Max','2016-11-20','Hamster','Syrian', 'White', '39997', '801'),
('Milo','2021-05-12','Rabbit','Mini Rex', 'Gray', '9352', '480'),
('Milo','2017-06-03','Cat','Siamese', 'Gray', '32337', '525'),
('Max','2021-01-24','Cat','Persian', 'Golden', '46290', '862'),
('Buddy','2024-02-28','Cat','Persian', 'Multicolor', '20723', '802'),
('Lucy','2020-10-23','Bird','Parrot', 'Gray', '22938', '961'),
('Max','2018-06-19','Turtle','Russian Tortoise', 'Brown', '39276', '966'),
('Charlie','2019-09-18','Cat','Siamese', 'Brown', '47306', '760'),
('Bella','2010-03-10','Bird','Canary', 'Spotted', '21176', '816'),
('Lucy','2015-06-07','Bird','Cockatiel', 'White', '30933', '611'),
('Buddy','2019-06-22','Bird','Finch', 'Spotted', '33741', '24'),
('Max','2024-01-09','Cat','Persian', 'White', '24258', '744'),
('Max','2009-10-28','Rabbit','Netherland Dwarf', 'Spotted', '2421', '634'),
('Rocky','2018-06-23','Bird','Cockatiel', 'Spotted', '34158', '606'),
('Max','2014-07-15','Bird','Cockatiel', 'Striped', '16455', '361'),
('Charlie','2011-03-14','Dog','Bulldog', 'Striped', '30176', '302'),
('Lucy','2015-09-12','Bird','Parrot', 'Multicolor', '22844', '46'),
('Chloe','2015-11-08','Rabbit','Netherland Dwarf', 'Gray', '37451', '158'),
('Buddy','2017-03-07','Turtle','Red-Eared Slider', 'Brown', '20050', '501'),
('Bella','2011-04-12','Rabbit','Holland Lop', 'White', '15741', '451'),
('Chloe','2023-12-28','Hamster','Roborovski', 'White', '20739', '871'),
('Chloe','2022-03-27','Bird','Finch', 'Gray', '21591', '148'),
('Rocky','2010-07-21','Dog','Labrador', 'Black', '40440', '469'),
('Daisy','2019-06-09','Bird','Parrot', 'White', '11610', '578'),
('Daisy','2014-08-06','Rabbit','Flemish Giant', 'White', '42976', '440'),
('Charlie','2014-03-29','Bird','Cockatiel', 'Spotted', '31563', '966'),
('Daisy','2016-10-09','Dog','Beagle', 'Golden', '13312', '72'),
('Daisy','2011-10-22','Cat','Sphynx', 'Brown', '9850', '268'),
('Lucy','2022-12-22','Dog','Bulldog', 'Striped', '22590', '713'),
('Chloe','2021-11-09','Rabbit','Flemish Giant', 'Black', '19356', '566'),
('Max','2011-01-31','Dog','Labrador', 'White', '39435', '204'),
('Buddy','2009-10-19','Hamster','Roborovski', 'Gray', '36449', '574'),
('Luna','2010-08-13','Dog','Labrador', 'Multicolor', '33010', '20'),
('Bella','2023-06-19','Dog','Poodle', 'Gray', '5376', '799'),
('Lucy','2017-03-23','Cat','Bengal', 'Multicolor', '27547', '681'),
('Bella','2013-03-12','Turtle','Russian Tortoise', 'Gray', '15147', '11'),
('Daisy','2024-03-22','Hamster','Winter White Russian', 'Gray', '42883', '140'),
('Daisy','2011-04-19','Bird','Canary', 'Gray', '26200', '83'),
('Milo','2019-06-04','Rabbit','Netherland Dwarf', 'Black', '22590', '404'),
('Buddy','2022-01-16','Hamster','Winter White Russian', 'Spotted', '21326', '103'),
('Luna','2021-09-18','Turtle','Musk Turtle', 'Black', '6956', '900'),
('Buddy','2013-11-26','Dog','Labrador', 'Brown', '48395', '696'),
('Max','2019-10-17','Rabbit','Holland Lop', 'Striped', '46316', '295'),
('Milo','2018-12-06','Turtle','Painted Turtle', 'Black', '18642', '561'),
('Rocky','2021-11-28','Hamster','Syrian', 'Brown', '23647', '540'),
('Milo','2012-01-27','Cat','Bengal', 'Golden', '49624', '101'),
('Max','2010-07-18','Turtle','Musk Turtle', 'Black', '25990', '575'),
('Charlie','2018-07-15','Cat','Maine Coon', 'Striped', '16324', '405'),
('Milo','2010-07-15','Bird','Finch', 'Striped', '25838', '780'),
('Daisy','2019-02-10','Rabbit','Holland Lop', 'Striped', '23136', '191'),
('Luna','2019-12-22','Rabbit','Flemish Giant', 'Striped', '9269', '763'),
('Bella','2020-01-17','Dog','Bulldog', 'Golden', '19126', '72'),
('Milo','2020-01-03','Dog','Poodle', 'Black', '41190', '322'),
('Milo','2014-09-06','Turtle','Painted Turtle', 'Black', '24808', '474'),
('Charlie','2014-03-17','Cat','Sphynx', 'Brown', '19140', '765'),
('Max','2011-05-11','Turtle','Box Turtle', 'Golden', '49731', '258'),
('Charlie','2021-10-20','Dog','Beagle', 'Multicolor', '39330', '130'),
('Rocky','2011-07-12','Turtle','Musk Turtle', 'Golden', '32530', '953'),
('Buddy','2023-12-31','Bird','Sparrow', 'Golden', '794', '977'),
('Lucy','2019-01-10','Hamster','Winter White Russian', 'Brown', '47248', '870'),
('Bella','2023-08-01','Dog','Bulldog', 'White', '49476', '624'),
('Milo','2020-03-10','Bird','Cockatiel', 'Spotted', '11008', '611'),
('Buddy','2016-12-15','Bird','Cockatiel', 'Black', '1277', '567'),
('Lucy','2020-09-20','Hamster','Chinese', 'Gray', '2153', '817'),
('Rocky','2017-10-10','Turtle','Red-Eared Slider', 'Striped', '4567', '296'),
('Lucy','2014-11-17','Turtle','Russian Tortoise', 'White', '42037', '960'),
('Luna','2020-02-01','Dog','Poodle', 'Spotted', '42876', '716'),
('Buddy','2023-08-11','Hamster','Syrian', 'Brown', '7035', '714'),
('Buddy','2014-01-03','Bird','Sparrow', 'Striped', '21510', '282'),
('Buddy','2024-02-02','Dog','Bulldog', 'Black', '14561', '190'),
('Max','2020-07-22','Hamster','Dwarf Campbell Russian', 'Multicolor', '42150', '675'),
('Daisy','2011-06-30','Rabbit','Flemish Giant', 'Spotted', '46276', '626'),
('Bella','2016-05-19','Cat','Persian', 'Striped', '34231', '248'),
('Bella','2018-04-29','Rabbit','Mini Rex', 'Striped', '24388', '138'),
('Luna','2024-07-15','Bird','Finch', 'Striped', '40440', '151'),
('Chloe','2023-05-01','Rabbit','Lionhead', 'Multicolor', '35326', '322'),
('Max','2022-04-09','Rabbit','Holland Lop', 'Gray', '12967', '942'),
('Charlie','2022-10-28','Hamster','Dwarf Campbell Russian', 'Multicolor', '1403', '943'),
('Bella','2022-03-20','Rabbit','Lionhead', 'Striped', '44308', '738'),
('Buddy','2024-03-28','Cat','Bengal', 'Black', '18070', '410'),
('Rocky','2023-09-15','Bird','Canary', 'Striped', '88', '130'),
('Rocky','2022-03-01','Cat','Siamese', 'Spotted', '48127', '321'),
('Charlie','2022-04-25','Cat','Maine Coon', 'Golden', '42888', '634'),
('Lucy','2021-05-04','Bird','Cockatiel', 'Black', '14611', '310'),
('Lucy','2020-11-07','Bird','Parrot', 'Spotted', '10076', '162'),
('Chloe','2019-01-02','Dog','Poodle', 'Golden', '8362', '827'),
('Luna','2020-12-17','Rabbit','Netherland Dwarf', 'Striped', '43265', '681'),
('Milo','2014-02-12','Rabbit','Holland Lop', 'Multicolor', '38072', '726'),
('Lucy','2024-04-21','Rabbit','Lionhead', 'Brown', '48640', '127'),
('Max','2022-10-27','Bird','Finch', 'Golden', '5157', '156'),
('Bella','2019-06-23','Cat','Bengal', 'Striped', '36458', '419'),
('Max','2013-07-21','Hamster','Dwarf Campbell Russian', 'Brown', '45232', '407'),
('Chloe','2015-09-15','Rabbit','Netherland Dwarf', 'Golden', '42336', '948'),
('Daisy','2013-10-26','Rabbit','Flemish Giant', 'Multicolor', '45104', '566'),
('Milo','2023-10-25','Rabbit','Netherland Dwarf', 'White', '8451', '831'),
('Daisy','2024-08-04','Turtle','Russian Tortoise', 'Striped', '33521', '127'),
('Charlie','2023-05-10','Bird','Sparrow', 'Golden', '19542', '990'),
('Rocky','2012-09-14','Turtle','Box Turtle', 'White', '26020', '919'),
('Rocky','2009-09-21','Rabbit','Flemish Giant', 'Gray', '31879', '372'),
('Lucy','2019-06-19','Turtle','Musk Turtle', 'Multicolor', '29466', '138'),
('Luna','2023-08-04','Dog','Bulldog', 'Striped', '21191', '541'),
('Charlie','2023-04-26','Dog','German Shepherd', 'Spotted', '22844', '482'),
('Buddy','2021-09-29','Cat','Siamese', 'Black', '21191', '40'),
('Charlie','2014-10-13','Turtle','Russian Tortoise', 'Brown', '6220', '199'),
('Daisy','2013-03-11','Hamster','Dwarf Campbell Russian', 'Multicolor', '10192', '543'),
('Daisy','2020-03-19','Turtle','Painted Turtle', 'Multicolor', '32674', '800'),
('Milo','2023-03-03','Cat','Persian', 'Gray', '40973', '353'),
('Daisy','2013-11-17','Cat','Maine Coon', 'Black', '30448', '839'),
('Max','2017-06-06','Cat','Siamese', 'White', '34231', '977'),
('Rocky','2019-10-25','Rabbit','Mini Rex', 'Striped', '38987', '661'),
('Charlie','2011-11-01','Dog','Poodle', 'White', '20744', '694'),
('Milo','2018-04-20','Rabbit','Holland Lop', 'Golden', '35577', '158'),
('Max','2016-06-02','Bird','Sparrow', 'Gray', '5083', '993'),
('Luna','2017-10-15','Dog','German Shepherd', 'Gray', '5327', '643'),
('Chloe','2010-02-26','Hamster','Dwarf Campbell Russian', 'Striped', '2256', '483'),
('Luna','2018-12-19','Turtle','Red-Eared Slider', 'White', '12644', '239'),
('Charlie','2019-01-20','Bird','Sparrow', 'Striped', '15147', '594'),
('Milo','2020-12-24','Turtle','Russian Tortoise', 'Brown', '16466', '980'),
('Max','2021-09-09','Cat','Maine Coon', 'Black', '26981', '361'),
('Buddy','2018-05-03','Turtle','Painted Turtle', 'Black', '40855', '669'),
('Lucy','2023-05-17','Cat','Maine Coon', 'Striped', '19920', '68'),
('Bella','2019-08-06','Turtle','Painted Turtle', 'Striped', '30810', '80'),
('Rocky','2017-09-12','Cat','Sphynx', 'Striped', '991', '258'),
('Chloe','2014-05-15','Rabbit','Holland Lop', 'Spotted', '17097', '852'),
('Bella','2020-06-29','Cat','Maine Coon', 'Golden', '36501', '268'),
('Chloe','2019-02-22','Rabbit','Holland Lop', 'Black', '20532', '938'),
('Chloe','2015-04-08','Dog','Poodle', 'Multicolor', '42905', '189'),
('Max','2020-01-25','Turtle','Red-Eared Slider', 'Multicolor', '9065', '938'),
('Buddy','2016-10-11','Dog','German Shepherd', 'Multicolor', '32602', '807'),
('Chloe','2015-06-17','Rabbit','Holland Lop', 'Golden', '48648', '597'),
('Luna','2022-07-28','Turtle','Russian Tortoise', 'Golden', '22310', '425'),
('Rocky','2018-09-02','Rabbit','Lionhead', 'Gray', '9962', '164'),
('Buddy','2013-01-21','Bird','Parrot', 'Spotted', '32066', '651'),
('Chloe','2014-05-11','Rabbit','Mini Rex', 'Golden', '27939', '289'),
('Rocky','2015-01-01','Cat','Persian', 'White', '21326', '870'),
('Luna','2014-07-12','Cat','Maine Coon', 'Spotted', '2956', '160'),
